"","id","source","pmid","pmcid","doi","title","authorString","journalTitle","issue","journalVolume","pubYear","journalIssn","pageInfo","pubType","isOpenAccess","inEPMC","inPMC","hasPDF","hasBook","hasSuppl","citedByCount","hasReferences","hasTextMinedTerms","hasDbCrossReferences","hasLabsLinks","hasTMAccessionNumbers","firstIndexDate","firstPublicationDate"
"313","34385650","MED","34385650","PMC8359913","10.1038/s41415-021-3318-z","Integrated care: a new model for dental education.","Thomson A, Dickenson AJ, Ross-Russell M.","Br Dent J","3","231","2021","0007-0610; 1476-5373; ","187-190","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-08-14","2021-08-13"
"314","32428372","MED","32428372","PMC7280672","10.1111/odi.13431","Overview of transnational recommendations for COVID-19 transmission control in dental care settings.","Jamal M, Shah M, Almarzooqi SH, Aber H, Khawaja S, El Abed R, Alkhatib Z, Samaranayake LP.","Oral Dis",NA,"27 Suppl 3","2021","1354-523x; 1601-0825; ","655-664","other; review; journal article","Y","Y","N","Y","N","N",33,"Y","Y","N","Y","N","2020-05-22","2020-06-03"
"315","33339931","MED","33339931","PMC7747003","10.1038/s41415-020-2406-9","The COVID-19 pandemic and dentistry: the clinical, legal and economic consequences - part 2: consequences of withholding dental care.","Coulthard P, Thomson P, Dave M, Coulthard FP, Seoudi N, Hill M.","Br Dent J","12","229","2020","0007-0610; 1476-5373; ","801-805","research-article; journal article","Y","Y","N","Y","N","N",9,"N","Y","N","Y","N","2020-12-24","2020-12-18"
"316","33359041","MED","33359041","PMC7787509","10.1016/j.jdent.2020.103565","Evaluating contaminated dental aerosol and splatter in an open plan clinic environment: Implications for the COVID-19 pandemic.","Holliday R, Allison JR, Currie CC, Edwards DC, Bowes C, Pickering K, Reay S, Durham J, Lumb J, Rostami N, Coulter J, Nile C, Jakubovics N.","J Dent",NA,"105","2021","0300-5712; 1879-176x; ","103565","research support, non-u.s. gov't; research-article; journal article","Y","Y","N","Y","N","Y",17,"Y","Y","N","Y","N","2020-12-29","2021-01-06"
"317","33131568","MED","33131568","PMC7505627","10.1016/j.ajodo.2020.08.010","COVID-19: What do we know?","Marshall S, Duryea M, Huang G, Kadioglu O, Mah J, Palomo JM, Rossouw E, Stappert D, Stewart K, Tufekci E.","Am J Orthod Dentofacial Orthop","5","158","2020","0889-5406; 1097-6752; ","e53-e62","research-article; journal article","Y","Y","N","Y","N","N",0,"N","Y","N","Y","N","2020-11-03","2020-09-21"
"318","34289851","MED","34289851","PMC8293529","10.1186/s12903-021-01725-7","Air particulate concentration during orthodontic procedures: a pilot study.","Martín-Quintero I, Cervera-Sabater A, Tapias-Perero V, Nieto-Sánchez I, de la Cruz-Pérez J.","BMC Oral Health","1","21","2021","1472-6831","361","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-07-23","2021-07-21"
"319","33012056","MED","33012056","PMC7675493","10.1111/ipd.12737","Paediatric Oral Health during and after the COVID-19 Pandemic.","Luzzi V, Ierardo G, Bossù M, Polimeni A.","Int J Paediatr Dent","1","31","2021","0960-7439; 1365-263x; ","20-26","research-article; journal article","Y","Y","N","Y","N","N",9,"Y","Y","N","Y","N","2020-10-16","2020-10-16"
"320","34448289","MED","34448289","PMC8661568","10.1111/odi.14012","Digital surveillance: The interests in toothache-related information after the outbreak of COVID-19.","Rizzato VL, Lotto M, Lourenço Neto N, Oliveira TM, Cruvinel T.","Oral Dis",NA,NA,"2021","1354-523x; 1601-0825; ",NA,"research-article; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-08-28","2021-08-27"
"321","33752920","MED","33752920","PMC7485452","10.1016/j.bjoms.2020.09.006","COVID-19 social-distancing measures altered the epidemiology of facial injury: a United Kingdom-Australia comparative study.","Hoffman GR, Walton GM, Narelda P, Qiu MM, Alajami A.","Br J Oral Maxillofac Surg","4","59","2021","0266-4356; 1532-1940; ","454-459","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-03-24","2020-09-11"
"322","32833833","MED","32833833","PMC7480795","10.1097/scs.0000000000006619","Experience in Neurosurgery During the Prevalence of COVID-19.","Sheng L, Chen Y, Li H, Wang Z, Bie B, You H, Ye J, Feng J, Zhang C, Li J.","J Craniofac Surg","6","31","2020","1049-2275; 1536-3732; ","e622-e624","research-article; journal article","Y","Y","N","Y","N","N",0,"N","Y","N","Y","N","2020-08-26","2020-09-01"
"323","32473182","MED","32473182","PMC7255191","10.1016/j.jdent.2020.103387","Impact of SARS-CoV2 (Covid-19) on dental practices: Economic analysis.","Schwendicke F, Krois J, Gomez J.","J Dent",NA,"99","2020","0300-5712; 1879-176x; ","103387","research-article; journal article","Y","Y","N","Y","N","N",29,"Y","Y","N","Y","N","2020-05-31","2020-05-27"
"324","34051956","MED","34051956","PMC7834925","10.1016/j.jebdp.2020.101525","Acute Loss of Smell or Taste Without Nasal Blockage Should Raise Suspicion for COVID-19 Infection.","Elangovan S.","J Evid Based Dent Pract","1","21","2021","1532-3382; 1532-3390; ","101525","comment; discussion; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-05-31","2021-01-25"
"325","32790895","MED","32790895","PMC7436516","10.1111/odi.13605","COVID-19 NHS infection control strategy: Errare humanum est, perseverare autem diabolicum.","Fedele S, Porter S.","Oral Dis",NA,NA,"2020","1354-523x; 1601-0825; ",NA,"article-commentary; journal article","Y","Y","N","Y","N","N",0,"N","Y","N","Y","N","2020-08-14","2020-08-13"
"326","32360053","MED","32360053","PMC7151235","10.1016/j.joen.2020.04.001","Characteristics of Endodontic Emergencies during Coronavirus Disease 2019 Outbreak in Wuhan.","Yu J, Zhang T, Zhao D, Haapasalo M, Shen Y.","J Endod","6","46","2020","0099-2399; 1878-3554; ","730-735","research-article; journal article","Y","Y","N","Y","N","N",27,"Y","Y","N","Y","N","2020-05-05","2020-04-10"
"327","33667347","MED","33667347","PMC8046341","10.1016/j.joms.2021.01.033","Coronavirus Disease 2019 May Affect Dental Implant Integration.","Block MS.","J Oral Maxillofac Surg","6","79","2021","0278-2391; 1531-5053; ","1197-1198","brief-report; journal article","Y","Y","N","Y","N","N",2,"Y","Y","N","Y","N","2021-03-06","2021-02-02"
"328","33076880","MED","33076880","PMC7569355","10.1186/s12903-020-01274-5","Oral hygiene habits and possible transmission of COVID-19 among cohabitants.","González-Olmo MJ, Delgado-Ramos B, Ruiz-Guillén A, Romero-Maroto M, Carrillo-Díaz M.","BMC Oral Health","1","20","2020","1472-6831","286","research support, non-u.s. gov't; research-article; journal article","Y","Y","N","Y","N","Y",1,"Y","Y","N","Y","N","2020-10-21","2020-10-19"
"329","32391651","MED","32391651","PMC7272817","10.1111/odi.13408","Infection control in dental health care during and after the SARS-CoV-2 outbreak.","Volgenant CMC, Persoon IF, de Ruijter RAG, de Soet JJH.","Oral Dis",NA,"27 Suppl 3","2021","1354-523x; 1601-0825; ","674-683","review-article; review; journal article","Y","Y","N","Y","N","N",23,"Y","Y","N","Y","N","2020-05-12","2020-05-25"
"330","33421417","MED","33421417","PMC7735032","10.1016/j.joms.2020.12.006","What Is the Effect of COVID-19-Related Social Distancing on Oral and Maxillofacial Trauma?","Ludwig DC, Nelson JL, Burke AB, Lang MS, Dillon JK.","J Oral Maxillofac Surg","5","79","2021","0278-2391; 1531-5053; ","1091-1097","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-01-10","2020-12-14"
"331","32748562","MED","32748562","PMC7436454","10.1111/ipd.12679","Could SARS-CoV-2 burst the use of Non-Invasive and Minimally Invasive treatments in paediatric dentistry?","Cagetti MG, Angelino E.","Int J Paediatr Dent","1","31","2021","0960-7439; 1365-263x; ","27-30","brief-report; journal article","Y","Y","N","Y","N","N",4,"Y","Y","N","Y","N","2020-08-09","2020-08-03"
"332","33148254","MED","33148254","PMC7609832","10.1186/s12903-020-01301-5","An innovative risk-scoring system of dental procedures and safety protocols in the COVID-19 era.","Bizzoca ME, Campisi G, Lo Muzio L.","BMC Oral Health","1","20","2020","1472-6831","301","research-article; journal article","Y","Y","N","Y","N","N",7,"N","Y","N","Y","N","2020-11-06","2020-11-04"
"333","34387880","MED","34387880","PMC8426687","10.1002/jdd.12758","Effects of COVID-19 lockdown on the mental health of dental students: A longitudinal study.","Hakami Z, Vishwanathaiah S, Abuzinadah SH, Alhaddad AJ, Bokhari AM, Marghalani HYA, Shahin SY.","J Dent Educ",NA,NA,"2021","0022-0337; 1930-7837; ",NA,"research-article; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-08-14","2021-08-13"
"334","33879353","MED","33879353","PMC7874946","10.1016/j.identj.2021.01.015","COVID-19 Management in Clinical Dental Care. Part I: Epidemiology, Public Health Implications, and Risk Assessment.","Melo P, Barbosa JM, Jardim L, Carrilho E, Portugal J.","Int Dent J","3","71","2021","0020-6539; 1875-595x; ","251-262","review-article; review; journal article","Y","Y","N","Y","N","N",2,"Y","Y","N","Y","N","2021-04-22","2021-02-10"
"335","34749921","MED","34749921","PMC8570943","10.1016/j.adaj.2021.09.008","Pandemics past, present, and future: Their impact on oral health care.","Samaranayake L, Fakhruddin KS.","J Am Dent Assoc","12","152","2021","0002-8177; 1943-4723; ","972-980","review-article; review; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-11-27","2021-11-06"
"336","32815633","MED","32815633","PMC7461301","10.1111/scd.12510","Dental services during the COVID-19 pandemic: A tertiary care hospital experience.","Umer F, Motiwala M.","Spec Care Dentist","5","40","2020","0275-1879; 1754-4505; ","431-436","review-article; review; journal article","Y","Y","N","Y","N","N",2,"Y","Y","N","Y","N","2020-08-21","2020-08-20"
"337","33023743","MED","33023743","PMC7532753","10.1016/j.prosdent.2020.08.004","Learner behaviors in synchronous online prosthodontic education during the 2020 COVID-19 pandemic.","Yang X, Li D, Liu X, Tan J.","J Prosthet Dent","5","126","2021","0022-3913; 1097-6841; ","653-657","research-article; journal article","Y","Y","N","Y","N","N",2,"Y","Y","N","N","N","2020-10-16","2020-10-03"
"338","33248906","MED","33248906","PMC7586124","10.1016/j.oooo.2020.10.017","Guidelines for oral and maxillofacial imaging: COVID-19 considerations.","MacDonald DS, Colosi DC, Mupparapu M, Kumar V, Shintaku WH, Ahmad M.","Oral Surg Oral Med Oral Pathol Oral Radiol","1","131","2021","2212-4403; 2212-4411; ","99-110","review-article; review; journal article","Y","Y","N","Y","N","N",3,"Y","Y","N","Y","N","2020-11-30","2020-10-26"
"339","32779736","MED","32779736","PMC7405148","10.1111/iej.13368","Continuing endodontic education and COVID-19: before, during and after?","Galibourg A, Peters OA, Diemer F, Nasr K, Maret D.","Int Endod J","11","53","2020","0143-2885; 1365-2591; ","1598-1599","letter; research-article","Y","Y","N","Y","N","N",2,"Y","Y","N","Y","N","2020-08-12","2020-07-28"
"340","34172914","MED","34172914","PMC8226344","10.1038/s41432-021-0176-0","Can oral surgery be performed safely when COVID-19 status is unknown?","Jones A, Wilson G.","Evid Based Dent","2","22","2021","1462-0049; 1476-5446; ","74-75","comment; research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-06-27","2021-01-01"
"341","34520609","MED","34520609","PMC8652620","10.1111/eje.12713","The impact of COVID-19 pandemic on student performance and self-evaluation in preclinical operative dentistry.","Inoue N, Aldosari M, Park SE, Ohyama H.","Eur J Dent Educ",NA,NA,"2021","1396-5883; 1600-0579; ",NA,"research-article; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-09-15","2021-09-14"
"342","32822615","MED","32822615","PMC7377997","10.1016/j.joms.2020.07.027","A Novel Approach to Fiberoptic Intubation in Patients With Coronavirus Disease 2019.","Emery AR, Saniukovich O, Lang AL, Tannyhill RJ, Wang J.","J Oral Maxillofac Surg","12","78","2020","0278-2391; 1531-5053; ","2182.e1-2182.e6","research-article; journal article","Y","Y","N","Y","N","Y",3,"Y","Y","N","Y","N","2020-08-22","2020-07-24"
"343","33579542","MED","33579542","PMC7584918","10.1016/j.bjoms.2020.10.007","Challenges with healthcare workers' protection during the COVID-19 pandemic in Iran.","Nasrabadi AN, Shali M, Ghorbani A, Matourypour P, Harati Khalilabad T.","Br J Oral Maxillofac Surg","3","59","2021","0266-4356; 1532-1940; ","e114-e117","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","N","N","2021-02-14","2020-10-24"
"344","32978531","MED","32978531","PMC7517052","10.1038/s41432-020-0117-3","Are COVID-19 test results masking important issues?","Owen B, Shepherd S.","Evid Based Dent","3","21","2020","1462-0049; 1476-5446; ","82-83","research-article; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2020-09-27","2020-09-01"
"345","33524432","MED","33524432","PMC7845496","10.1016/j.jdent.2021.103590","Impact of COVID-19 on ongoing & ensuing dental research.","Sardana D, Yiu CKY, McGrath CP.","J Dent",NA,"106","2021","0300-5712; 1879-176x; ","103590","brief-report; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-02-02","2021-01-29"
"346","32954610","MED","32954610","PMC7537070","10.1111/eje.12600","COVID-19 and Postgraduate Dental Training-A commentary.","Mahendran K, Yogarajah S, Herbert C, Nayee S, Ormond M.","Eur J Dent Educ","2","25","2021","1396-5883; 1600-0579; ","415-419","article-commentary; journal article","Y","Y","N","Y","N","N",2,"N","Y","N","Y","N","2020-09-23","2020-09-29"
"347","33197102","MED","33197102","PMC7754557","10.1111/ipd.12741","COVID-19 pandemic impact on paediatric dentistry treatments in the Brazilian Public Health System.","Chisini LA, Costa FDS, Demarco GT, da Silveira ER, Demarco FF.","Int J Paediatr Dent","1","31","2021","0960-7439; 1365-263x; ","31-34","brief-report; journal article","Y","Y","N","Y","N","N",4,"N","Y","N","Y","N","2020-11-17","2020-11-16"
"348","33673839","MED","33673839","PMC7934979","10.1186/s12903-021-01466-7","Evaluation of parents' knowledge, attitudes, and practices regarding self-medication for their children's dental problems during the COVID-19 pandemic: a cross-sectional survey.","Sen Tunc E, Aksoy E, Arslan HN, Kaya Z.","BMC Oral Health","1","21","2021","1472-6831","98","research-article; journal article","Y","Y","N","Y","N","Y",0,"Y","Y","N","Y","N","2021-03-07","2021-03-05"
"349","32591652","MED","32591652","PMC7317264","10.1038/s41432-020-0088-4","Coronavirus disease 2019 (COVID-19): challenges and management of aerosol-generating procedures in dentistry.","Ali K, Raja M.","Evid Based Dent","2","21","2020","1462-0049; 1476-5446; ","44-45","research-article; journal article","Y","Y","N","Y","N","N",10,"Y","Y","N","Y","N","2020-06-28","2020-06-01"
"350","33203519","MED","33203519","PMC7531429","10.1016/j.joms.2020.09.037","The Virtual Residency Fair: A Legacy of the COVID-19 Era and an Opportunity for the Future.","Yang SC, Wang TT, Giannakopoulos HE, Saghezchi S.","J Oral Maxillofac Surg","2","79","2021","0278-2391; 1531-5053; ","275-276","brief-report; journal article","Y","Y","N","Y","N","N",1,"N","Y","N","Y","N","2020-11-19","2020-10-02"
"351","33736867","MED","33736867","PMC7836949","10.1016/j.identj.2020.12.028","COVID-19 Management in Clinical Dental Care Part III: Patients and the Dental Office.","Melo P, Manarte-Monteiro P, Veiga N, de Almeida AB, Mesquita P.","Int Dent J","3","71","2021","0020-6539; 1875-595x; ","271-277","review-article; review; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-03-20","2020-12-26"
"352","32591713","MED","32591713","PMC7319191","10.1038/s41415-020-1716-2","Provision of dental services at a single institution in the UK's epicentre during the COVID-19 pandemic.","Grossman S, Sandhu P, Sproat C, Patel V.","Br Dent J","12","228","2020","0007-0610; 1476-5373; ","964-970","research-article; journal article","Y","Y","N","Y","N","N",8,"Y","Y","N","Y","N","2020-06-28","2020-06-01"
"353","32482348","MED","32482348","PMC7247479","10.1016/j.bjoms.2020.05.020","Provision of Emergency Maxillofacial Service During the COVID-19 Pandemic : A Collaborative Five Centre UK Study.","Blackhall KK, Downie IP, Ramchandani P, Kusanale A, Walsh S, Srinivasan B, Shields H, Brennan PA, Singh RP.","Br J Oral Maxillofac Surg","6","58","2020","0266-4356; 1532-1940; ","698-703","research-article; journal article","Y","Y","N","Y","N","N",17,"Y","Y","N","Y","N","2020-06-03","2020-05-25"
"354","32542782","MED","32542782","PMC7322989","10.1111/jopr.13207","SARS-CoV-2 Viral Inactivation Using Low Dose Povidone-Iodine Oral Rinse-Immediate Application for the Prosthodontic Practice.","Tessema B, Frank S, Bidra A.","J Prosthodont","6","29","2020","1059-941x; 1532-849x; ","459","research-article; journal article","Y","Y","N","Y","N","N",7,"Y","Y","N","Y","N","2020-06-17","2020-06-16"
"355","34172917","MED","34172917","PMC8226345","10.1038/s41432-021-0173-3","Patients with COVID-19 may present some oral manifestations.","Sofi-Mahmudi A.","Evid Based Dent","2","22","2021","1462-0049; 1476-5446; ","80-81","comment; research-article; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-06-27","2021-01-01"
"356","33303095","MED","33303095","PMC7508004","10.1016/j.jebdp.2020.101499","Fever and Other Clinical Indicators May Fail to Detect COVID-19-Infected Individuals.","Markowitz K, Strickland M, Huang A.","J Evid Based Dent Pract","4","20","2020","1532-3382; 1532-3390; ","101499","discussion; journal article","Y","Y","N","Y","N","N",0,"N","Y","N","Y","N","2020-12-12","2020-09-22"
"357","32981876","MED","32981876","PMC7440227","10.1016/j.oooo.2020.08.015","Optimizing telemedicine encounters for oral and maxillofacial surgeons during the COVID-19 pandemic.","Moon HS, Wang TT, Rajasekaran K, Brewster R, Shanti RM, Panchal N.","Oral Surg Oral Med Oral Pathol Oral Radiol","2","131","2021","2212-4403; 2212-4411; ","166-172","research-article; journal article","Y","Y","N","Y","N","N",2,"Y","Y","N","Y","N","2020-09-29","2020-08-20"
"358","32460440","MED","32460440","PMC7283773","10.1111/odi.13442","Digital prosthetic workflow during COVID-19 pandemic to limit infection risk in dental practice.","Papi P, Di Murro B, Penna D, Pompa G.","Oral Dis",NA,"27 Suppl 3","2021","1354-523x; 1601-0825; ","723-726","brief-report; journal article","Y","Y","N","Y","N","N",6,"Y","Y","N","Y","N","2020-05-28","2020-06-16"
"359","33225522","MED","33225522","PMC7753409","10.1111/jopr.13295","An Educational Experiment Resulting from COVID-19: The Use of At-Home Waxing and Webinars for Teaching a 3-Week Intensive Course in Tooth Morphology to First Year Dental Students.","Goodacre CJ, Younan R, Kearbey V, Fitzpatrick M.","J Prosthodont","3","30","2021","1059-941x; 1532-849x; ","202-209","research-article; journal article","Y","Y","N","Y","N","N",1,"N","Y","N","Y","N","2020-11-24","2021-01-06"
"360","33893423","MED","33893423","PMC8063185","10.1038/s41415-021-2835-0","The journey of an overseas dentist in the UK.","Ashiti S.","Br Dent J","8","230","2021","0007-0610; 1476-5373; ","515-517","research-article; journal article","Y","Y","N","Y","N","N",0,"N","Y","N","Y","N","2021-04-25","2021-04-23"
"361","32682653","MED","32682653","PMC7346801","10.1016/j.bjoms.2020.07.004","Rapid response: activity from a hospital based Urgent Dental Care Centre during the COVID-19 pandemic.","Pajpani M, Patel K, Bendkowski A, Stenhouse P.","Br J Oral Maxillofac Surg","9","58","2020","0266-4356; 1532-1940; ","e98-e103","research-article; journal article","Y","Y","N","Y","N","N",2,"N","Y","N","Y","N","2020-07-20","2020-07-09"
"362","32401373","MED","32401373","PMC7272980","10.1111/odi.13410","Protecting dental manpower from COVID-19 infection.","Warnakulasuriya S.","Oral Dis",NA,"27 Suppl 3","2021","1354-523x; 1601-0825; ","651-654","research-article; review; journal article","Y","Y","N","Y","N","N",4,"Y","Y","N","Y","Y","2020-05-14","2020-06-01"
"363","32414678","MED","32414678","PMC7196383","10.1016/j.ijom.2020.04.015","Impact of COVID-19 on maxillofacial surgery practice: a worldwide survey.","Maffia F, Fontanari M, Vellone V, Cascone P, Mercuri LG.","Int J Oral Maxillofac Surg","6","49","2020","0901-5027; 1399-0020; ","827-835","research-article; journal article","Y","Y","N","Y","N","N",22,"Y","Y","N","Y","N","2020-05-17","2020-05-03"
"364","32813876","MED","32813876","PMC7461196","10.1002/jdd.12364","The impacts of the COVID-19 pandemic on the teaching of dentistry in Brazil.","Spanemberg JC, Simões CC, Cardoso JA.","J Dent Educ","11","84","2020","0022-0337; 1930-7837; ","1185-1187","brief-report; journal article","Y","Y","N","Y","N","N",10,"Y","Y","N","Y","N","2020-08-20","2020-08-19"
"365","34117435","MED","34117435","PMC8193167","10.1038/s41415-021-2937-8","Orthodontic retention: what's on the horizon?","Littlewood SJ, Dalci O, Dolce C, Holliday LS, Naraghi S.","Br Dent J","11","230","2021","0007-0610; 1476-5373; ","760-764","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-06-13","2021-06-11"
"366","34463994","MED","34463994","PMC8457130","10.1111/prd.12398","Oral health's inextricable connection to systemic health: Special populations bring to bear multimodal relationships and factors connecting periodontal disease to systemic diseases and conditions.","Kapila YL.","Periodontol 2000","1","87","2021","0906-6713; 1600-0757; ","11-16","review-article; review; journal article","Y","Y","N","Y","N","N",2,"Y","Y","N","Y","N","2021-09-01","2021-10-01"
"367","32711946","MED","32711946","PMC7365060","10.1016/j.bjoms.2020.07.010","Evaluation of remote OMFS assessments in the era of pandemic COVID-19 control measures.","Cronin AJ, Lopez JTJ, Pabla R.","Br J Oral Maxillofac Surg","8","58","2020","0266-4356; 1532-1940; ","1023-1028","research-article; journal article","Y","Y","N","Y","N","N",3,"Y","Y","N","Y","N","2020-07-28","2020-07-16"
"368","32390264","MED","32390264","PMC7272918","10.1111/odi.13407","A blueprint for recovery for the postcoronavirus (COVID-19) world.","Miller CS, Carlson CR.","Oral Dis",NA,"27 Suppl 3","2021","1354-523x; 1601-0825; ","716-717","brief-report; journal article","Y","Y","N","Y","N","N",5,"Y","Y","N","Y","N","2020-05-12","2020-06-01"
"369","34622312","MED","34622312","PMC8497068","10.1007/s10006-021-01010-5","Post-COVID fungal infections of maxillofacial region: a systematic review.","Jain A, Taneja S.","Oral Maxillofac Surg",NA,NA,"2021","1865-1550; 1865-1569; ",NA,"review-article; review; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-10-09","2021-10-07"
"370","32475028","MED","32475028","PMC7300786","10.1111/odi.13449","The life in Japan and status of private dental office at the times of COVID-19.","Tada H, Shao W, Ishimaru N, Kudo Y.","Oral Dis",NA,"27 Suppl 3","2021","1354-523x; 1601-0825; ","727-729","brief-report; journal article","Y","Y","N","Y","N","N",2,"Y","Y","N","Y","N","2020-06-02","2020-06-18"
"371","33743992","MED","33743992","PMC7970159","10.1016/j.identj.2021.01.013","Fear of COVID-19 in Madrid. Will patients avoid dental care?","González-Olmo MJ, Delgado-Ramos B, Ortega-Martínez AR, Romero-Maroto M, Carrillo-Díaz M.","Int Dent J","1","72","2022","0020-6539; 1875-595x; ","76-82","research-article; journal article","Y","Y","N","Y","N","Y",3,"Y","Y","N","Y","N","2021-03-22","2021-02-02"
"372","33875277","MED","33875277","PMC7980182","10.1016/j.identj.2021.03.001","The Influence of Dissonance Induction and Assessment Reactivity in Improving Adherence to COVID-19 Precautionary Measures: A Cluster Randomised Controlled Trial.","Chandu VC, Lingamaneni KP, Pachava S, Baddam VRR, Marella Y.","Int Dent J","1","72","2022","0020-6539; 1875-595x; ","141-148","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-04-21","2021-03-20"
"373","32452587","MED","32452587","PMC7283863","10.1111/odi.13438","COVID-19 diffusion and its impact on dental practice in distant countries with similar ethnic background.","Meleti M, Cassi D, Bueno L, Bologna-Molina R.","Oral Dis",NA,"27 Suppl 3","2021","1354-523x; 1601-0825; ","720-722","brief-report; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2020-05-27","2020-06-12"
"374","33303923","MED","33303923","PMC7726738","10.1038/s41415-020-2402-0","In vitro virucidal activity of povidone iodine gargle and mouthwash against SARS-CoV-2: implications for dental practice.","Hassandarvish P, Tiong V, Mohamed NA, Arumugam H, Ananthanarayanan A, Qasuri M, Hadjiat Y, Abubakar S.","Br Dent J",NA,NA,"2020","0007-0610; 1476-5373; ",NA,"research-article; journal article","Y","Y","N","Y","N","N",11,"Y","Y","N","Y","N","2020-12-12","2020-12-10"
"375","32304276","MED","32304276","PMC7264805","10.1111/odi.13359","The impact of coronavirus infectious disease 19 (COVID-19) on oral health.","Dziedzic A, Wojtyczka R.","Oral Dis",NA,"27 Suppl 3","2021","1354-523x; 1601-0825; ","703-706","brief-report; journal article","Y","Y","N","Y","N","N",26,"Y","Y","N","Y","N","2020-04-19","2020-05-06"
"376","32386672","MED","32386672","PMC7252185","10.1016/j.bjoms.2020.04.030","The COVID-19 effect: number of patients presenting to The Mid Yorkshire Hospitals OMFS team with dental infections before and during The COVID-19 outbreak.","Long L, Corsar K.","Br J Oral Maxillofac Surg","6","58","2020","0266-4356; 1532-1940; ","713-714","brief-report; journal article","Y","Y","N","Y","N","N",14,"Y","Y","N","Y","N","2020-05-12","2020-05-01"
"377","32997092","MED","32997092","PMC7521424","10.1590/1678-7757-2020-0358","COVID-19: Perspectives for the management of dental care and education.","Gurgel BCV, Borges SB, Borges REA, Calderon PDS.","J Appl Oral Sci",NA,"28","2020","1678-7757; 1678-7765; ","e20200358","review-article; review; journal article","Y","Y","N","Y","N","N",4,"N","Y","N","Y","N","2020-10-14","2020-09-28"
"378","32591655","MED","32591655","PMC7317274","10.1038/s41432-020-0100-z","Oral ulceration and blistering in patients with COVID-19.","Sinadinos A, Shelswell J.","Evid Based Dent","2","21","2020","1462-0049; 1476-5446; ","49","comment; research-article; journal article","Y","Y","N","Y","N","N",11,"Y","Y","N","Y","N","2020-06-28","2020-06-01"
"379","32981760","MED","32981760","PMC7435348","10.1016/j.bjoms.2020.08.072","Additional cost in personal protective equipment to NHS services during COVID-19: a review of the expense incurred by Aneurin Bevan Healthboards Maxillofacial unit over a one-year period to meet current clinical guidelines.","Walters W, Collins T, Evans A.","Br J Oral Maxillofac Surg","10","58","2020","0266-4356; 1532-1940; ","e320-e322","brief-report; journal article","Y","Y","N","Y","N","N",2,"Y","Y","N","Y","N","2020-09-29","2020-08-19"
"380","32357257","MED","32357257","PMC7267233","10.1111/iej.13313","Role of respirators in controlling the spread of novel coronavirus (COVID-19) amongst dental healthcare providers: a review.","Umer F, Haji Z, Zafar K.","Int Endod J","8","53","2020","0143-2885; 1365-2591; ","1062-1067","review-article; review; journal article","Y","Y","N","Y","N","N",17,"Y","Y","N","Y","N","2020-05-05","2020-05-29"
"381","33121609","MED","33121609","PMC7587070","10.1016/j.adaj.2020.09.004","Dental care during the COVID-19 pandemic.","Mark AM.","J Am Dent Assoc","11","151","2020","0002-8177; 1943-4723; ","880","comment; brief-report; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2020-10-31","2020-11-01"
"382","32533874","MED","32533874","PMC7322988","10.1111/odi.13488","COVID-19 pandemic and Zagreb earthquakes as stressors in patients with temporomandibular disorders.","Vrbanovic E, Alajbeg IZ, Alajbeg I.","Oral Dis",NA,"27 Suppl 3","2021","1354-523x; 1601-0825; ","688-693","research-article; journal article","Y","Y","N","Y","N","N",2,"N","Y","N","Y","N","2020-06-14","2020-07-13"
"383","33032859","MED","33032859","PMC7526637","10.1016/j.ijom.2020.09.014","Proceedings from the OMS Resurgence Conference for resuming clinical practice after COVID-19 in the USA.","Wang TT, Moon HS, Le A, Carrasco LR, Panchal N.","Int J Oral Maxillofac Surg","12","49","2020","0901-5027; 1399-0020; ","1655-1659","research-article; journal article","Y","Y","N","Y","N","N",2,"Y","Y","N","N","N","2020-10-16","2020-09-30"
